Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Unnamed: 15
Michael Charlie (PNG),2023-2023,2,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
Michael Nazir (MLT),2019-2019,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
A Mishra (IND),2010-2017,10,1,0,0,0,0.00,0,-,0,0,1,0,0,
Mohamed Fadiga (Mali),2024-2024,1,1,0,0,0,0.00,4,0.00,0,0,1,0,0,
Mohamed Ishmath (MDV),2024-2024,8,2,0,0,0,0.00,3,0.00,0,0,2,0,0,
Mohamed Miuvaan (MDV),2023-2024,4,2,0,0,0,0.00,2,0.00,0,0,2,0,0,
Mohammad Ayaz (UAE),2020-2020,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
Mohammad Kashif (NED),2010-2010,3,1,1,0,0*,-,0,-,0,0,0,0,0,
Mohammad Qazi (CAN),2008-2008,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
Mohammed Shami (IND),2014-2022,23,3,2,0,0*,0.00,2,0.00,0,0,1,0,0,
S Mohan (PHI),2022-2022,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
HJC Mol (NED),2008-2008,4,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
R Mondol (BAN),2023-2023,3,1,0,0,0,0.00,7,0.00,0,0,1,0,0,
N Mourikis (GRC),2021-2021,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
Muhammad Afis (INA),2022-2023,4,2,0,0,0,0.00,3,0.00,0,0,2,0,0,
Muhammet Kursat (TKY),2023-2023,4,2,0,0,0,0.00,9,0.00,0,0,2,0,0,
IS Munir (UGA),2022-2022,1,1,1,0,0*,-,0,-,0,0,0,0,0,
Murtaza Yamin (CYP),2021-2021,1,1,1,0,0*,-,0,-,0,0,0,0,0,
D Mutu (TKY),2022-2022,1,1,1,0,0*,-,3,0.00,0,0,0,0,0,
T Muzarabani (ZIM),2015-2016,9,1,1,0,0*,-,2,0.00,0,0,0,0,0,
PV Naringrekar (CRC),2024-2024,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
Naseer Naail Ismail (MDV),2023-2023,2,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
Naveed Fakhr (KUW),2020-2021,3,1,1,0,0*,-,0,-,0,0,0,0,0,
Navid Abdollahpour (Iran),2020-2020,2,1,1,0,0*,-,2,0.00,0,0,0,0,0,
A Nel (SA),2005-2007,2,1,1,0,0*,-,2,0.00,0,0,0,0,0,
W Ngowhuad (THAI),2024-2024,2,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
I Niyomugabo (RWN),2024-2024,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
AA Noffke (AUS),2007-2008,2,1,0,0,0,0.00,0,-,0,0,1,0,0,
Noor Momand (Belg),2019-2019,2,1,1,0,0*,-,0,-,0,0,0,0,0,
Nurudeen Ibrahim (GHA),2023-2023,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
L Nussbaumer (GUE),2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
L Nyarko (GHA),2024-2024,5,2,0,0,0,0.00,5,0.00,0,0,2,0,0,
W O'Rourke (NZ),2024-2024,3,1,0,0,0,0.00,0,-,0,0,1,0,0,
JM Obando (CRC),2024-2024,1,1,0,0,0,0.00,5,0.00,0,0,1,0,0,
Omid Shafi Rahman (UAE),2024-2024,4,1,0,0,0,0.00,6,0.00,0,0,1,0,0,
CL Outerbridge (BER),2023-2023,4,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
D Parashar (UAE),2023-2024,2,2,0,0,0,0.00,3,0.00,0,0,2,0,0,
AM Patel (PAN),2023-2023,2,1,1,0,0*,-,1,0.00,0,0,0,0,0,
MM Patel (IND),2011-2011,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
PDRL Perera (SL),2006-2006,2,2,2,0,0*,-,0,-,0,0,0,0,0,
T Phaswana (BOT),2019-2019,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
Phon Bunthean (CAM),2023-2024,8,1,1,0,0*,-,6,0.00,0,0,0,0,0,
F Pieters (SKOR),2024-2024,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
D Polpitiya (SWZ),2022-2022,6,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
F Choudary (SWE),2022-2022,2,1,1,0,0*,-,1,0.00,0,0,0,0,0,
DO Christian (WI),2011-2011,2,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
I Civric (SRB),2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
S Clarke (IOM),2024-2024,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
S Dalton (CZK-R),2019-2019,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
S Dhakal (NEP),2022-2024,6,3,3,0,0*,-,5,0.00,0,0,0,0,0,
N Dipakkumar Patel (PAN),2019-2019,3,1,0,0,0,0.00,0,-,0,0,1,0,0,
A Faletar (CRT),2023-2023,4,2,1,0,0*,0.00,2,0.00,0,0,1,0,0,
IM Farrell (GIBR),2022-2022,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
P Fernando (ITA),2022-2022,2,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
Fiaz Ahmad (KUW),2019-2019,3,1,1,0,0*,-,0,-,0,0,0,0,0,
ZGF Foulkes (NZ),2024-2024,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
Gabor Torok (HUN),2022-2022,1,1,1,0,0*,-,0,-,0,0,0,0,0,
JWW Gardner (PNG),2023-2024,6,2,1,0,0*,0.00,3,0.00,0,0,1,0,0,
Gershon Yusuf (NGA),2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
L Gherasim (ROM),2019-2023,8,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
N Gnanapragasam (SEY),2024-2024,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
M Goonetilleke (MLT),2019-2021,3,2,1,0,0*,0.00,1,0.00,0,0,1,0,0,
P Gopalkrishnan (QAT),2024-2024,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
SU Halarnkar (CRC),2024-2024,2,2,0,0,0,0.00,4,0.00,0,0,2,0,0,
SM Harwood (AUS),2007-2009,3,1,1,0,0*,-,0,-,0,0,0,0,0,
Hasan Cakir (TKY),2022-2022,2,2,1,0,0*,0.00,2,0.00,0,0,1,0,0,
Haseebullah Khan (PAK),2024-2024,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
Hassan Khan Mohammad (HKG),2020-2023,2,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
N Henderson (SUI),2021-2022,5,1,1,0,0*,-,0,-,0,0,0,0,0,
T Henderson (SA),2006-2006,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
Het Patel (SWZ),2024-2024,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
T Hewa (CAY),2023-2023,3,2,1,0,0*,0.00,2,0.00,0,0,1,0,0,
KC Hodsoll (BER),2008-2021,4,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
MJ Humphreys (IRE),2023-2024,3,1,1,0,0*,-,1,0.00,0,0,0,0,0,
J Hurley (Arg),2019-2021,7,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
LU Igalagamage (SL),2023-2023,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
Imran Khan (1) (PAK),2015-2015,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
O Isesele (NGA),2021-2021,5,1,1,0,0*,-,0,-,0,0,0,0,0,
Ivan Splicevic (CRT),2023-2023,2,2,1,0,0*,0.00,11,0.00,0,0,1,0,0,
P Jayawickrama (SL),2021-2022,5,1,1,0,0*,-,5,0.00,0,0,0,0,0,
K Juma (TAN),2024-2024,4,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
B Kalki Kumar (MLT),2021-2021,2,1,1,0,0*,-,0,-,0,0,0,0,0,
Kamran Wahid (HUN),2024-2024,3,2,2,0,0*,-,2,0.00,0,0,0,0,0,
P Kerai (KENYA),2019-2019,6,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
S Keshvani (CAN),2010-2010,2,1,1,0,0*,-,1,0.00,0,0,0,0,0,
H Kinga (CAM),2024-2024,3,2,0,0,0,0.00,5,0.00,0,0,2,0,0,
YC Latouche (CRC),2024-2024,1,1,1,0,0*,-,0,-,0,0,0,0,0,
T Letsitsa (LES),2021-2021,1,1,1,0,0*,-,4,0.00,0,0,0,0,0,
RN Lewis (WI),2008-2008,1,1,0,0,0,0.00,4,0.00,0,0,1,0,0,
CA Liyanage (MDV),2019-2023,4,4,1,0,0*,0.00,3,0.00,0,0,3,0,0,
K Loday (BHU),2019-2019,1,1,1,0,0*,-,1,0.00,0,0,0,0,0,
AJ McKay (NZ),2010-2010,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
HAG Madhushanka (SEY),2024-2024,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
GI Maiden (SCOT),2008-2008,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
TE Tucker (BER),2008-2008,1,1,0,1,1,1.00,5,20.00,0,0,0,0,0,
I Uboh (NGA),2024-2024,3,1,1,1,1*,-,2,50.00,0,0,0,0,0,
R van der Merwe (Arg),2019-2019,5,2,2,1,1*,-,1,100.00,0,0,0,0,0,
H Virdee (LUX),2023-2023,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
FN Walsh (PHI),2023-2023,1,1,1,1,1*,-,2,50.00,0,0,0,0,0,
I Wardlaw (SCOT),2013-2013,4,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
Wasim Ali (OMA),2019-2020,3,2,1,1,1,1.00,6,16.66,0,0,0,0,0,
B Wentzel (GUE),2022-2022,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
G Wijekoon (SL),2007-2007,3,2,1,1,1*,1.00,5,20.00,0,0,1,0,0,
JD Wildermuth (AUS),2018-2018,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,
MB Williams (SLE),2023-2023,3,2,2,1,1*,-,3,33.33,0,0,0,0,0,
MP Yadav (IND),2024-2024,3,1,1,1,1*,-,1,100.00,0,0,0,0,0,
ST Yalimaiwai (Fiji),2024-2024,3,2,1,1,1*,1.00,2,50.00,0,0,1,0,0,
Yamin Ahmadzai (AFG),2015-2015,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,
Zeeshan Abbas (BHR),2019-2022,4,1,0,1,1,1.00,4,25.00,0,0,0,0,0,
RGD Mitchell (PHI),2023-2023,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
Abdulla Popalzae (GRC),2022-2022,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
AS Abioye (NGA),2019-2019,5,1,1,0,0*,-,0,-,0,0,0,0,0,
Ahmadi Ravat (PAN),2023-2023,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
Ahmad Raza (KSA),2024-2024,2,1,1,0,0*,-,1,0.00,0,0,0,0,0,
Ahmed Baladraf (KSA),2023-2023,9,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
Aizaz Cheema (PAK),2011-2012,5,1,1,0,0*,-,3,0.00,0,0,0,0,0,
Akramullah Malikzada (HUN),2022-2022,5,2,1,0,0*,0.00,2,0.00,0,0,1,0,0,
C Akyuz (TKY),2019-2019,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
Ali Naqi (PORT),2019-2019,4,1,1,0,0*,-,0,-,0,0,0,0,0,
KO Altamirano (CRC),2024-2024,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
Ammar Zuhdi Hazalan (MAS),2022-2022,3,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
Andrey Lilov (BUL),2021-2021,4,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
MA Aponso (SL),2018-2018,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
S Arachchige (ITA),2019-2019,4,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
Arshad Iqbal (PAK),2021-2023,3,2,0,0,0,0.00,2,0.00,0,0,2,0,0,
Aswad Khan (BUL),2021-2021,3,1,0,0,0,0.00,0,-,0,0,1,0,0,
MS Aulakh (CAN),2012-2013,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
G Axtell (BHR),2022-2022,2,1,1,0,0*,-,2,0.00,0,0,0,0,0,
P Ayoleyine (GHA),2022-2023,6,2,0,0,0,0.00,3,0.00,0,0,2,0,0,
Ayush Ummat (EST),2021-2021,1,1,0,0,0,0.00,5,0.00,0,0,1,0,0,
CT Bancroft (AUS),2016-2016,1,1,1,0,0*,-,0,-,0,0,0,0,0,
XC Bartlett (AUS),2024-2024,4,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
Basir Ahamad (NEP),2022-2022,2,1,1,0,0*,-,1,0.00,0,0,0,0,0,
D Berthe (Mali),2024-2024,2,2,0,0,0,0.00,3,0.00,0,0,2,0,0,
Bipin Kumar (QAT),2023-2023,8,2,2,0,0*,-,0,-,0,0,0,0,0,
PD Blignaut (NAM),2024-2024,4,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
IDR Bradshaw (WI),2006-2006,1,1,1,0,0*,-,0,-,0,0,0,0,0,
DR Briggs (ENG),2012-2014,7,1,1,0,0*,-,0,-,0,0,0,0,0,
AF Buurman (NED),2010-2010,4,2,0,0,0,0.00,4,0.00,0,0,2,0,0,
P Byron (SEY),2021-2021,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
BA Carse (ENG),2023-2024,4,2,1,0,0*,0.00,2,0.00,0,0,1,0,0,
PP Chawla (IND),2010-2012,7,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
JF Chester (SWA),2021-2021,4,3,2,0,0*,0.00,6,0.00,0,0,1,0,0,
T Chopel (BHU),2024-2024,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
RD McCann (IRE),2012-2012,3,1,0,1,1,1.00,2,50.0,0,0,0,0,0,
KD Mehta (CZK-R),2021-2021,3,1,0,1,1,1.00,2,50.0,0,0,0,0,0,
NSK Mehta (Belg),2020-2021,9,2,0,1,1,0.50,3,33.33,0,0,1,0,0,
S Mills (IOM),2020-2020,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,
Mirza Ahmed (KUW),2023-2024,3,1,1,1,1*,-,1,100.0,0,0,0,0,0,
T Misi (Samoa),2024-2024,2,1,0,1,1,1.00,1,100.0,0,0,0,0,0,
Mohammad Asaduzzaman (FIN),2022-2022,9,2,1,1,1*,1.00,2,50.0,0,0,1,0,0,
Mohammad Atif (ESP),2022-2024,6,1,0,1,1,1.00,2,50.0,0,0,0,0,0,
Mohammad Waheed (HKG),2023-2023,1,1,1,1,1*,-,1,100.0,0,0,0,0,0,
MR Montfort (CAN),2019-2019,1,1,1,1,1*,-,1,100.0,0,0,0,0,0,
A Mucyodusenge (RWN),2022-2022,1,1,0,1,1,1.00,10,10.0,0,0,0,0,0,
Muhammed Shanil (UAE),2016-2016,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,
E Munkhbat (MNG),2023-2023,2,2,0,1,1,0.50,8,12.5,0,0,1,0,0,
M Muralidaran (SL),2006-2010,12,2,0,1,1,0.50,5,20.0,0,0,1,0,0,
Murat Ipek (TKY),2023-2023,4,2,0,1,1,0.50,2,50.0,0,0,1,0,0,
Musawar Shah (QAT),2019-2024,14,3,3,1,1*,-,1,100.0,0,0,0,0,0,
M Nasim Baras (AFG),2015-2015,3,1,0,1,1,1.00,2,50.0,0,0,0,0,0,
R Neale (LUX),2019-2019,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0,
EM Nino (Arg),2021-2021,2,1,1,1,1*,-,1,100.0,0,0,0,0,0,
ML Nkala (ZIM),2006-2006,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
VM Nyauchi (ZIM),2022-2022,2,1,1,1,1*,-,3,33.33,0,0,0,0,0,
Obed Yosef (VAN),2022-2023,8,1,1,1,1*,-,3,33.33,0,0,0,0,0,
S Ogundipe (NGA),2021-2021,4,1,1,1,1*,-,3,33.33,0,0,0,0,0,
MS Panesar (ENG),2007-2007,1,1,0,1,1,1.00,2,50.0,0,0,0,0,0,
AJ Parmar (NOR),2024-2024,8,2,2,1,1*,-,3,33.33,0,0,0,0,0,
SD Parry (ENG),2014-2015,5,1,0,1,1,1.00,1,100.0,0,0,0,0,0,
MDK Perera (SL),2011-2011,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0,
DBL Powell (WI),2007-2007,5,1,1,1,1*,-,1,100.0,0,0,0,0,0,
EC Rainsford (ZIM),2010-2010,2,1,1,1,1*,-,2,50.0,0,0,0,0,0,
Rashid Hashmi (CRT),2024-2024,1,1,0,1,1,1.00,14,7.14,0,0,0,0,0,
Riyaz Kajalwala (CYP),2022-2022,2,2,1,1,1,1.00,9,11.11,0,0,0,0,0,
WJR Robertson (JER),2019-2019,6,2,2,1,1*,-,2,50.0,0,0,0,0,0,
P Sadev (ITA),2022-2022,4,1,0,1,1,1.00,4,25.0,0,0,0,0,0,
SMLD Samarakoon (SL),2023-2023,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
O Sam Arthur (CRC),2019-2019,3,2,1,1,1,1.00,1,100.0,0,0,0,0,0,
Sandeep Sharma (IND),2015-2015,2,1,1,1,1*,-,1,100.0,0,0,0,0,0,
Sayed Shirzad (AFG),2015-2019,4,1,0,1,1,1.00,2,50.0,0,0,0,0,0,
Seif Athumani (TAN),2024-2024,1,1,1,1,1*,-,6,16.66,0,0,0,0,0,
ZK Shem (VAN),2019-2019,5,2,2,1,1*,-,4,25.0,0,0,0,0,0,
B Shikongo (NAM),2019-2024,33,3,1,1,1*,0.50,6,16.66,0,0,2,0,0,
SPS Shikongo (NAM),2024-2024,4,1,1,1,1*,-,1,100.0,0,0,0,0,0,
PM Siddle (AUS),2009-2010,2,1,1,1,1*,-,1,100.0,0,0,0,0,0,
KM Silva (BRA),2019-2019,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0,
Sohail Khan (PAK),2008-2017,5,1,1,1,1*,-,1,100.0,0,0,0,0,0,
Sohrawordi Shuvo (BAN),2010-2010,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,
Sukhkaran Sahi (ROM),2022-2023,5,1,0,1,1,1.00,2,50.0,0,0,0,0,0,
Syed Rehmatullah (MAS),2022-2022,7,2,2,1,1*,-,3,33.33,0,0,0,0,0,
B Terbish (MNG),2023-2024,4,4,1,1,1*,0.33,16,6.25,0,0,3,0,0,
EP Thompson (NZ),2008-2008,1,1,1,1,1*,-,1,100.0,0,0,0,0,0,
Toqeer Ahmad (DEN),2024-2024,6,2,0,1,1,0.50,4,25.0,0,0,1,0,0,
T Batjargal (MNG),2024-2024,2,2,1,1,1*,1.00,3,33.33,0,0,1,0,0,
HK Bennett (NZ),2020-2021,11,2,2,1,1*,-,2,50.0,0,0,0,0,0,
DE Bernard (WI),2009-2009,1,1,1,1,1*,-,1,100.0,0,0,0,0,0,
IIR Bhana (PAN),2023-2023,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
H Bharadwaj (SGP),2023-2024,12,2,0,1,1,0.50,6,16.66,0,0,1,0,0,
S Bhari (NEP),2019-2021,9,5,3,1,1*,0.50,7,14.28,0,0,2,0,0,
DE Bollinger (AUS),2011-2014,9,2,2,1,1*,-,1,100.0,0,0,0,0,0,
DR Brown (SCOT),2007-2007,2,1,0,1,1,1.00,5,20.0,0,0,0,0,0,
N Buckle (GUE),2019-2019,3,1,1,1,1*,-,1,100.0,0,0,0,0,0,
N Burger (SA),2023-2024,2,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
C Cassell (SCOT),2024-2024,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
K Cawte (IOM),2022-2024,14,5,3,1,1*,0.50,9,11.11,0,0,2,0,0,
SL Clephane (CZK-R),2022-2022,2,2,1,1,1,1.00,6,16.66,0,0,0,0,0,
BRF Constanzo (Chile),2023-2023,1,1,0,1,1,1.00,5,20.0,0,0,0,0,0,
JI de Villiers (NAM),2024-2024,2,2,0,1,1,0.50,3,33.33,0,0,1,0,0,
DV Devjani Mutreja (Mex),2024-2024,3,2,1,1,1*,1.00,3,33.33,0,0,1,0,0,
R Dhakal (NEP),2024-2024,6,1,1,1,1*,-,1,100.0,0,0,0,0,0,
R Dhawan (IND),2016-2016,1,1,1,1,1*,-,2,50.0,0,0,0,0,0,
Dhiman Ghosh (BAN),2008-2008,1,1,0,1,1,1.00,2,50.0,0,0,0,0,0,
HH Dippenaar (SA),2006-2006,1,1,0,1,1,1.00,5,20.0,0,0,0,0,0,
BJ Dwarshuis (AUS),2022-2023,3,3,1,1,1,0.50,5,20.0,0,0,1,0,0,
GDR Eranga (CAN),2019-2019,9,1,0,1,1,1.00,1,100.0,0,0,0,0,0,
A Gavde (CAY),2019-2019,1,1,0,1,1,1.00,6,16.66,0,0,0,0,0,
O Goker (TKY),2019-2019,1,1,1,1,1*,-,1,100.0,0,0,0,0,0,
A Govorko (CRT),2024-2024,4,1,1,1,1*,-,1,100.0,0,0,0,0,0,
GE Gutierrez Chavez (Mex),2024-2024,3,3,1,1,1*,0.50,4,25.0,0,0,2,0,0,
Hammad Mirza (OMA),2024-2024,1,1,0,1,1,1.00,5,20.0,0,0,0,0,0,
Harprit Singh (Mex),2023-2024,2,1,1,1,1*,-,1,100.0,0,0,0,0,0,
P Hingorani (ROM),2023-2024,8,3,2,1,1,1.00,6,16.66,0,0,0,0,0,
AA Hussein (TAN),2022-2022,2,2,2,1,1*,-,1,100.0,0,0,0,0,0,
RF Hutton (PHI),2023-2023,1,1,1,1,1*,-,1,100.0,0,0,0,0,0,
GM Hyde (Blz),2019-2019,3,1,0,1,1,1.00,6,16.66,0,0,0,0,0,
JM Iradukunda (RWN),2023-2023,3,2,0,1,1,0.50,3,33.33,0,0,1,0,0,
W Jackson (MWI),2021-2023,4,1,0,1,1,1.00,7,14.28,0,0,0,0,0,
JS Jesani (KENYA),2007-2007,1,1,0,1,1,1.00,5,20.0,0,0,0,0,0,
Jitesh Patel (MLT),2022-2022,4,1,0,1,1,1.00,6,16.66,0,0,0,0,0,
Jojo Thomas (MLT),2021-2021,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
MBS Jonkman (NED),2010-2010,3,1,0,1,1,1.00,8,12.5,0,0,0,0,0,
GE Kidd (IRE),2010-2010,1,1,1,1,1*,-,1,100.0,0,0,0,0,0,
H Klazinge (NAM),2023-2024,6,3,2,1,1,1.00,4,25.0,0,0,0,0,0,
DS Kulkarni (IND),2016-2016,2,1,1,1,1*,-,1,100.0,0,0,0,0,0,
A Lagos (GRC),2019-2019,1,1,1,1,1*,-,4,25.0,0,0,0,0,0,
J Lewis (ENG),2005-2007,2,2,1,1,1,1.00,4,25.0,0,0,0,0,0,
C Liebenberg (IOM),2020-2020,1,1,0,1,1,1.00,1,100.0,0,0,0,0,0,
BG Lister (NZ),2023-2024,12,3,1,1,1,0.50,6,16.66,0,0,1,0,0,
J Louw (SA),2008-2009,2,1,1,1,1*,-,1,100.0,0,0,0,0,0,
R Mahajan (PHI),2019-2019,3,1,1,1,1*,-,1,100.0,0,0,0,0,0,
SI Mahmood (ENG),2006-2009,4,2,2,1,1*,-,2,50.0,0,0,0,0,0,
L Makgale (BOT),2023-2023,8,3,1,1,1*,0.50,4,25.0,0,0,2,0,0,
V Marghashayam (CZK-R),2023-2023,2,1,1,1,1*,-,1,100.0,0,0,0,0,0,
Pramod Madushan (SL),2022-2023,8,3,1,2,1*,1.00,4,50.0,0,0,1,0,0,
S Saeed (MDV),2019-2019,5,1,0,2,2,2.00,4,50.0,0,0,0,0,0,
Saif Ullah Malik (MAS),2024-2024,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0,
BS Sandhu (SVN),2022-2022,1,1,0,2,2,2.00,5,40.0,0,0,0,0,0,
T Sangha (AUS),2023-2023,7,1,1,2,2*,-,4,50.0,0,0,0,0,0,
R Sekaran (EST),2024-2024,4,1,1,2,2*,-,4,50.0,0,0,0,0,0,
Shahrukh Quddus (KUW),2022-2024,11,3,3,2,2*,-,5,40.0,0,0,0,0,0,
SM Sharma (UAE),2021-2023,4,1,1,2,2*,-,2,100.0,0,0,0,0,0,
HB Shipley (NZ),2023-2023,5,2,2,2,1*,-,2,100.0,0,0,0,0,0,
Shoaib Gazi Hossain (Chile),2019-2019,4,1,0,2,2,2.00,5,40.0,0,0,0,0,0,
GJ Snyman (SA),2021-2021,1,1,0,2,2,2.00,6,33.33,0,0,0,0,0,
U Sorovakatini (Fiji),2023-2023,1,1,1,2,2*,-,1,200.0,0,0,0,0,0,
S Stanikzay (Fran),2024-2024,9,3,0,2,2,0.66,5,40.0,0,0,2,0,0,
L Stubbs (CRT),2023-2023,4,3,0,2,2,0.66,24,8.33,0,0,2,0,0,
Sufiyan Muqeem (PAK),2023-2023,3,2,1,2,1*,2.00,4,50.0,0,0,0,0,0,
R Tanna (EST),2022-2022,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,
Tasaduq Hussain (SWE),2022-2022,3,2,0,2,2,1.00,6,33.33,0,0,1,0,0,
Tashi Dorji (BHU),2024-2024,1,1,0,2,2,2.00,4,50.0,0,0,0,0,0,
TO Thilappan (SGP),2023-2023,3,3,0,2,1,0.66,9,22.22,0,0,1,0,0,
OSB Tilley (CRT),2024-2024,1,1,1,2,2*,-,2,100.0,0,0,0,0,0,
Tshering Tashi (2) (BHU),2024-2024,4,2,1,2,2,2.00,7,28.57,0,0,0,0,0,
LL Tsotsobe (SA),2009-2014,23,3,2,2,1*,2.00,10,20.0,0,0,0,0,0,
T Turan (TKY),2019-2024,7,7,1,2,1*,0.33,24,8.33,0,0,5,0,0,
Usman Shinwari (PAK),2013-2019,16,3,3,2,2*,-,3,66.66,0,0,0,0,0,
S Vijayakumar (SGP),2019-2019,9,2,0,2,1,1.00,5,40.0,0,0,0,0,0,
R Vinay Kumar (IND),2010-2013,9,1,1,2,2*,-,4,50.0,0,0,0,0,0,
Vishil Patel (KENYA),2023-2024,16,4,1,2,2*,0.66,14,14.28,0,0,3,0,0,
Waqar Ali (CYP),2021-2021,4,1,1,2,2*,-,2,100.0,0,0,0,0,0,
Waqar Khan (Peru),2019-2019,4,2,1,2,2*,2.00,3,66.66,0,0,1,0,0,
Waqas Raja (FIN),2019-2019,1,1,1,2,2*,-,2,100.0,0,0,0,0,0,
DKD Warnakulasuriya (ITA),2021-2024,9,2,1,2,2*,2.00,13,15.38,0,0,1,0,0,
UWMBCA Welegedara (SL),2010-2010,2,1,1,2,2*,-,3,66.66,0,0,0,0,0,
Yin Chenhao (CHN),2023-2023,3,2,0,2,2,1.00,13,15.38,0,0,1,0,0,
Yousif Wali (BHR),2022-2023,2,1,0,2,2,2.00,2,100.0,0,0,0,0,0,
Zaheer Maqsood (UAE),2015-2016,3,1,0,2,2,2.00,5,40.0,0,0,0,0,0,
Aarnav Patel (KENYA),2024-2024,2,1,1,1,1*,-,5,20.0,0,0,0,0,0,
Abdul Rahman (Fran),2022-2022,1,1,1,1,1*,-,2,50.0,0,0,0,0,0,
NJV Aburto (Chile),2023-2023,1,1,0,1,1,1.00,8,12.5,0,0,0,0,0,
KK Ahmed (IND),2018-2024,18,2,2,1,1*,-,2,50.0,0,0,0,0,0,
Ahsan ul Haq (KUW),2023-2023,3,2,0,1,1,0.50,6,16.66,0,0,1,0,0,
J Allen (BRA),2019-2019,2,2,1,1,1*,1.00,4,25.0,0,0,1,0,0,
HS Alta (TKY),2019-2019,4,4,1,1,1*,0.33,10,10.0,0,0,3,0,0,
